path	client_id	generated_path	sentence	generated_sentence
common_voice_en_37438866.mp3	b835db39bd1c209687467f26459a7de79fe0b39b1ee33eb2069e32b81ed6617c8dcc903fba74fe5c4dda61a2e339c8c1539002910aefb35e08339ef1df68adc0	generated_voice_en_37438866.mp3	The conversions were completed at Fairchild-Hiller's facility in Saint Augustine, Florida.	"The same year ""The Coliseum Novelty"" was the first theater to open."
common_voice_en_37438872.mp3	b835db39bd1c209687467f26459a7de79fe0b39b1ee33eb2069e32b81ed6617c8dcc903fba74fe5c4dda61a2e339c8c1539002910aefb35e08339ef1df68adc0	generated_voice_en_37438872.mp3	He was an accomplished violinist.	"He was influenced by the use of microintervals in the ""cante jondo""."
common_voice_en_37438874.mp3	b835db39bd1c209687467f26459a7de79fe0b39b1ee33eb2069e32b81ed6617c8dcc903fba74fe5c4dda61a2e339c8c1539002910aefb35e08339ef1df68adc0	generated_voice_en_37438874.mp3	Dhalla was born in Winnipeg, Manitoba to an immigrant family from Punjab, India.	The heads are then like thongs and solemn in grain and grape-colour.
common_voice_en_37612592.mp3	ccf01805159eedfbbdc08719350c6da7a473c6df626762d8aa0093aa38c3c03323aa903305408f1f4448d846e80c022145c43618fe2c071707bc1dc85e2b565f	generated_voice_en_37612592.mp3	Ione then dissipated.	It is located on the Richardson Highway at the junction with the Denali Highway.
common_voice_en_37612593.mp3	ccf01805159eedfbbdc08719350c6da7a473c6df626762d8aa0093aa38c3c03323aa903305408f1f4448d846e80c022145c43618fe2c071707bc1dc85e2b565f	generated_voice_en_37612593.mp3	Larry is now dating another woman named Charlotte Angus.	The most expensive tickets are to be found here.
common_voice_en_37612594.mp3	ccf01805159eedfbbdc08719350c6da7a473c6df626762d8aa0093aa38c3c03323aa903305408f1f4448d846e80c022145c43618fe2c071707bc1dc85e2b565f	generated_voice_en_37612594.mp3	However, the studio took a number of risks that paid off handsomely.	Other events are centred on the parade.
common_voice_en_37612646.mp3	ccf01805159eedfbbdc08719350c6da7a473c6df626762d8aa0093aa38c3c03323aa903305408f1f4448d846e80c022145c43618fe2c071707bc1dc85e2b565f	generated_voice_en_37612646.mp3	Another aspect of Paganini's violin techniques concerned his flexibility.	This primary contradiction has plagued mankind for millennia.
common_voice_en_37612647.mp3	ccf01805159eedfbbdc08719350c6da7a473c6df626762d8aa0093aa38c3c03323aa903305408f1f4448d846e80c022145c43618fe2c071707bc1dc85e2b565f	generated_voice_en_37612647.mp3	The parallels continue again with accounts of the burial.	Xavante has nine vowel qualities, long and short.
common_voice_en_37612648.mp3	ccf01805159eedfbbdc08719350c6da7a473c6df626762d8aa0093aa38c3c03323aa903305408f1f4448d846e80c022145c43618fe2c071707bc1dc85e2b565f	generated_voice_en_37612648.mp3	He is currently engaged to Brittany Sharp.	I'm sorry if I'm trespassing, he said.
common_voice_en_37461056.mp3	d5843f26c3314e2769b0c1796e08f148cd481cfeaf91d8e879f9a390fb98b1118f918f285090b5f1cc95cbdde2353b9947cebec8462b1d6b2926b3fa67e8c7e0	generated_voice_en_37461056.mp3	They will read together.	"An excerpt was published in the October issue of ""Report on Business Magazine""."
common_voice_en_37461065.mp3	d5843f26c3314e2769b0c1796e08f148cd481cfeaf91d8e879f9a390fb98b1118f918f285090b5f1cc95cbdde2353b9947cebec8462b1d6b2926b3fa67e8c7e0	generated_voice_en_37461065.mp3	Appell did background vocals, session work as a guitarist, engineering, arranging and producing.	Gloria sank back into her chair.
common_voice_en_37461067.mp3	d5843f26c3314e2769b0c1796e08f148cd481cfeaf91d8e879f9a390fb98b1118f918f285090b5f1cc95cbdde2353b9947cebec8462b1d6b2926b3fa67e8c7e0	generated_voice_en_37461067.mp3	Almost immediately, the highway crosses over Black Creek.	He was introduced into silver screen by Wilson Karu.
common_voice_en_37461068.mp3	d5843f26c3314e2769b0c1796e08f148cd481cfeaf91d8e879f9a390fb98b1118f918f285090b5f1cc95cbdde2353b9947cebec8462b1d6b2926b3fa67e8c7e0	generated_voice_en_37461068.mp3	The shell is popular with shell collectors partly because of its great size.	It also acts as a vasodilator.
common_voice_en_37558660.mp3	d5843f26c3314e2769b0c1796e08f148cd481cfeaf91d8e879f9a390fb98b1118f918f285090b5f1cc95cbdde2353b9947cebec8462b1d6b2926b3fa67e8c7e0	generated_voice_en_37558660.mp3	The Mojave Pipeline enters the region at the northern Arizona and California border.	The accumulation of property has become a powerful instrument of social and political.
common_voice_en_37558663.mp3	d5843f26c3314e2769b0c1796e08f148cd481cfeaf91d8e879f9a390fb98b1118f918f285090b5f1cc95cbdde2353b9947cebec8462b1d6b2926b3fa67e8c7e0	generated_voice_en_37558663.mp3	The main source of production is agricultural, spring water bottling and mining.	Germany finished second-to-last in the tournament.
common_voice_en_37793802.mp3	da88caf52dfe9a840765cdea5bbd1a6b41c8d8d9e1731ae89526642aa500072a6c205e63c83e5af3513577a9058497da297063d88b8704868a4950b4c59d095e	generated_voice_en_37793802.mp3	It has traditionally been used for growth of human lymphocytes.	Beyond Bandra, entering Mahim, only taxis are allowed to ply.
common_voice_en_37793803.mp3	da88caf52dfe9a840765cdea5bbd1a6b41c8d8d9e1731ae89526642aa500072a6c205e63c83e5af3513577a9058497da297063d88b8704868a4950b4c59d095e	generated_voice_en_37793803.mp3	The equipment needed to do this includes rock saws and polishers.	Only Rudolf Caracciola and Stirling Moss beat that record.
common_voice_en_37793806.mp3	da88caf52dfe9a840765cdea5bbd1a6b41c8d8d9e1731ae89526642aa500072a6c205e63c83e5af3513577a9058497da297063d88b8704868a4950b4c59d095e	generated_voice_en_37793806.mp3	The plants grow in open forests.	The deaf are well integrated into the community.
common_voice_en_37793810.mp3	da88caf52dfe9a840765cdea5bbd1a6b41c8d8d9e1731ae89526642aa500072a6c205e63c83e5af3513577a9058497da297063d88b8704868a4950b4c59d095e	generated_voice_en_37793810.mp3	The guides outline routes to summit every peak of any significance in the region.	It is usually performed at both public and private ceremonies.
common_voice_en_37793816.mp3	da88caf52dfe9a840765cdea5bbd1a6b41c8d8d9e1731ae89526642aa500072a6c205e63c83e5af3513577a9058497da297063d88b8704868a4950b4c59d095e	generated_voice_en_37793816.mp3	The Giants participated in the Cactus League during spring training.	The series followed a fairly consistent chronological order of history.
common_voice_en_37793825.mp3	da88caf52dfe9a840765cdea5bbd1a6b41c8d8d9e1731ae89526642aa500072a6c205e63c83e5af3513577a9058497da297063d88b8704868a4950b4c59d095e	generated_voice_en_37793825.mp3	Hammond left his books to his friend Richard Allestree.	One or both ingredients may be antibiotics.
common_voice_en_37484499.mp3	df0a86d055ba95638ac6dca0aff4390ad6a028b3eb4e2b14597dbc166ba923f28707ffdaa8e1f2974b739db061c49ae8ae46a15cac1b5d4d5100ab659bce84d8	generated_voice_en_37484499.mp3	A nowhere dense set is not necessarily negligible in every sense.	A great minister of state acts as its guardian and priest.
common_voice_en_37484501.mp3	df0a86d055ba95638ac6dca0aff4390ad6a028b3eb4e2b14597dbc166ba923f28707ffdaa8e1f2974b739db061c49ae8ae46a15cac1b5d4d5100ab659bce84d8	generated_voice_en_37484501.mp3	Victor takes the guard back to his house and drugs him.	It is situated in the Reggiano Apennines mountains.
common_voice_en_37484503.mp3	df0a86d055ba95638ac6dca0aff4390ad6a028b3eb4e2b14597dbc166ba923f28707ffdaa8e1f2974b739db061c49ae8ae46a15cac1b5d4d5100ab659bce84d8	generated_voice_en_37484503.mp3	He is based in Bilbao.	At the time, it was the single largest grant the Atlantic Philanthropies had given.
common_voice_en_37484505.mp3	df0a86d055ba95638ac6dca0aff4390ad6a028b3eb4e2b14597dbc166ba923f28707ffdaa8e1f2974b739db061c49ae8ae46a15cac1b5d4d5100ab659bce84d8	generated_voice_en_37484505.mp3	Parker was the son of Thomas Watson Parker of Lewisham, Kent, England.	Europeanization and consolidation of authority were the keynote of his policy.
common_voice_en_37488891.mp3	df0a86d055ba95638ac6dca0aff4390ad6a028b3eb4e2b14597dbc166ba923f28707ffdaa8e1f2974b739db061c49ae8ae46a15cac1b5d4d5100ab659bce84d8	generated_voice_en_37488891.mp3	They played in Edmonton, Alberta, Canada at Rexall Place.	When a skeptical Red asks, A banjo, Bob?
common_voice_en_37488892.mp3	df0a86d055ba95638ac6dca0aff4390ad6a028b3eb4e2b14597dbc166ba923f28707ffdaa8e1f2974b739db061c49ae8ae46a15cac1b5d4d5100ab659bce84d8	generated_voice_en_37488892.mp3	Also anglicised as Dennis or Denis and Dionysius.	Parker was the son of Thomas Watson Parker of Lewisham, Kent, England.
common_voice_en_37876583.mp3	f9946eb10475a41a50b1ee1656be56bd613571caeeafa5b9bf32f2f243f3ea136e4cc2429d67e62f1f07cfd7d20408f2a70402cda61d99b03bdf0123ecd470d0	generated_voice_en_37876583.mp3	Helms nominated Maupin for a patriotic award, which he won.	Some of my readers perhaps doubt whether this really made the men bombproof.
common_voice_en_37876743.mp3	f9946eb10475a41a50b1ee1656be56bd613571caeeafa5b9bf32f2f243f3ea136e4cc2429d67e62f1f07cfd7d20408f2a70402cda61d99b03bdf0123ecd470d0	generated_voice_en_37876743.mp3	The original recipients, however, remain unchanged.	He gives you confidence.
common_voice_en_37877175.mp3	f9946eb10475a41a50b1ee1656be56bd613571caeeafa5b9bf32f2f243f3ea136e4cc2429d67e62f1f07cfd7d20408f2a70402cda61d99b03bdf0123ecd470d0	generated_voice_en_37877175.mp3	Aviv is also a Hebrew male name.	He won a scholarship to The Perse School in Cambridge.
common_voice_en_37877185.mp3	f9946eb10475a41a50b1ee1656be56bd613571caeeafa5b9bf32f2f243f3ea136e4cc2429d67e62f1f07cfd7d20408f2a70402cda61d99b03bdf0123ecd470d0	generated_voice_en_37877185.mp3	Shortly after he signed with Capital Music.	He is now serving his sentence in a federal prison.
common_voice_en_37880120.mp3	f9946eb10475a41a50b1ee1656be56bd613571caeeafa5b9bf32f2f243f3ea136e4cc2429d67e62f1f07cfd7d20408f2a70402cda61d99b03bdf0123ecd470d0	generated_voice_en_37880120.mp3	No legitimate suspects were found.	Proofs of all these statements may be found in the book by Isaac Chavel.
common_voice_en_37880215.mp3	f9946eb10475a41a50b1ee1656be56bd613571caeeafa5b9bf32f2f243f3ea136e4cc2429d67e62f1f07cfd7d20408f2a70402cda61d99b03bdf0123ecd470d0	generated_voice_en_37880215.mp3	This allows the First to impersonate people for the purpose of manipulating others.	There is little to no morphological change in words: they tend to be uninflected.
common_voice_en_37396030.mp3	1253b648f03f639f1110882eab69df3fcf9ea640b9a9b704d09ce36badd16d9339e7f39370010cbde375720b1d07d4404202dc1b4ab0c433d915a07683c97911	generated_voice_en_37396030.mp3	"He also co-authored ""Red Storm Rising"" with Tom Clancy."	The town holds a special place in the history of Isabela.
common_voice_en_37396036.mp3	1253b648f03f639f1110882eab69df3fcf9ea640b9a9b704d09ce36badd16d9339e7f39370010cbde375720b1d07d4404202dc1b4ab0c433d915a07683c97911	generated_voice_en_37396036.mp3	Unno's scientific work was influenced by that of Nikola Tesla.	President George W. Bush decorated the Oval Office with three of Onderdonk's paintings.
common_voice_en_37396050.mp3	1253b648f03f639f1110882eab69df3fcf9ea640b9a9b704d09ce36badd16d9339e7f39370010cbde375720b1d07d4404202dc1b4ab0c433d915a07683c97911	generated_voice_en_37396050.mp3	Controls include a centrally mounted control column, brake and trim lever.	He did not appeal against his conviction.
common_voice_en_37396052.mp3	1253b648f03f639f1110882eab69df3fcf9ea640b9a9b704d09ce36badd16d9339e7f39370010cbde375720b1d07d4404202dc1b4ab0c433d915a07683c97911	generated_voice_en_37396052.mp3	The only traffic light in town can be found at this intersection.	He is survived by his wife Mpho and their children.
common_voice_en_37396068.mp3	1253b648f03f639f1110882eab69df3fcf9ea640b9a9b704d09ce36badd16d9339e7f39370010cbde375720b1d07d4404202dc1b4ab0c433d915a07683c97911	generated_voice_en_37396068.mp3	As a solution to the last-mile problem, satellite systems have application and sharing limitations.	Mining resumed a few years later and the remainder of the deposit was extracted.
common_voice_en_37396104.mp3	1253b648f03f639f1110882eab69df3fcf9ea640b9a9b704d09ce36badd16d9339e7f39370010cbde375720b1d07d4404202dc1b4ab0c433d915a07683c97911	generated_voice_en_37396104.mp3	It is marked by military parades.	The zinc hydroxide upon heating decomposes to zinc oxide.
common_voice_en_37396118.mp3	1253b648f03f639f1110882eab69df3fcf9ea640b9a9b704d09ce36badd16d9339e7f39370010cbde375720b1d07d4404202dc1b4ab0c433d915a07683c97911	generated_voice_en_37396118.mp3	At the top level are the Regions of Senegal and their elected administrative body.	The warlike stance of Islamists is not a riposte to Western imperialism.
common_voice_en_37820147.mp3	17d4754437367bd3ba2712cdcb180499a2c6ef89af0eb3a1a084c777f897e37dd4731fe80ae3a777222ccc7431471f4c8fa68d3df17b2c94e9237912ebeb22c8	generated_voice_en_37820147.mp3	The airport also provides facilities for cargo and private jets.	Later models received S-prefix model numbers.
common_voice_en_37820161.mp3	17d4754437367bd3ba2712cdcb180499a2c6ef89af0eb3a1a084c777f897e37dd4731fe80ae3a777222ccc7431471f4c8fa68d3df17b2c94e9237912ebeb22c8	generated_voice_en_37820161.mp3	His wife Willa spent the rest of her life in a German nunnery.	Tours of the House and Gardens are available.
common_voice_en_37820187.mp3	17d4754437367bd3ba2712cdcb180499a2c6ef89af0eb3a1a084c777f897e37dd4731fe80ae3a777222ccc7431471f4c8fa68d3df17b2c94e9237912ebeb22c8	generated_voice_en_37820187.mp3	He later published a book about his ordeal, called Plan B.	All tracks by Elton John and Bernie Taupin, except where noted.
common_voice_en_37820207.mp3	17d4754437367bd3ba2712cdcb180499a2c6ef89af0eb3a1a084c777f897e37dd4731fe80ae3a777222ccc7431471f4c8fa68d3df17b2c94e9237912ebeb22c8	generated_voice_en_37820207.mp3	Led by Steve Smith, Baylor's baseball team achieved success rarely seen before his arrival.	I really liked the synth bass lines, Maurice said.
common_voice_en_37820211.mp3	17d4754437367bd3ba2712cdcb180499a2c6ef89af0eb3a1a084c777f897e37dd4731fe80ae3a777222ccc7431471f4c8fa68d3df17b2c94e9237912ebeb22c8	generated_voice_en_37820211.mp3	The troop leadership, youth and adult, organizes and provides support for these activities.	One picture disc was even billed as a genuine live album.
common_voice_en_37820215.mp3	17d4754437367bd3ba2712cdcb180499a2c6ef89af0eb3a1a084c777f897e37dd4731fe80ae3a777222ccc7431471f4c8fa68d3df17b2c94e9237912ebeb22c8	generated_voice_en_37820215.mp3	His photography has appeared in numerous books and publications.	A river or stream may remain in the valley.
common_voice_en_37820216.mp3	17d4754437367bd3ba2712cdcb180499a2c6ef89af0eb3a1a084c777f897e37dd4731fe80ae3a777222ccc7431471f4c8fa68d3df17b2c94e9237912ebeb22c8	generated_voice_en_37820216.mp3	Its preferred habitat is forest and the adults are attracted to light.	He then sets off and goes hunting.
common_voice_en_37501031.mp3	2e40ebd3576d1802bb14fefcaa6def13fb5dff59b87163da66dc72b6fecf0d99586cebf4a64edf76a310d631136f41650041151041aa3ee8c8c8348885025410	generated_voice_en_37501031.mp3	Pierre Cuypers also participated in the contest and his submission reached the second place.	The government originally acquired to build the plant.
common_voice_en_37501034.mp3	2e40ebd3576d1802bb14fefcaa6def13fb5dff59b87163da66dc72b6fecf0d99586cebf4a64edf76a310d631136f41650041151041aa3ee8c8c8348885025410	generated_voice_en_37501034.mp3	Purushottam Das Tandon was born in Allahabad.	The declaration may also be a symbolic indication of displeasure.
common_voice_en_37501065.mp3	2e40ebd3576d1802bb14fefcaa6def13fb5dff59b87163da66dc72b6fecf0d99586cebf4a64edf76a310d631136f41650041151041aa3ee8c8c8348885025410	generated_voice_en_37501065.mp3	"The band has since left the label and are now ""free agents""."	No prisoners were released.
common_voice_en_37501069.mp3	2e40ebd3576d1802bb14fefcaa6def13fb5dff59b87163da66dc72b6fecf0d99586cebf4a64edf76a310d631136f41650041151041aa3ee8c8c8348885025410	generated_voice_en_37501069.mp3	Here lieth Peter Shield and Mary his wife, mother and children.	From that point on it is called the Grand River.
common_voice_en_37501074.mp3	2e40ebd3576d1802bb14fefcaa6def13fb5dff59b87163da66dc72b6fecf0d99586cebf4a64edf76a310d631136f41650041151041aa3ee8c8c8348885025410	generated_voice_en_37501074.mp3	The gallery was the most interesting aspect of the display.	They also provide a free web browser plug-in for the Microsoft Windows operating system.
common_voice_en_37501111.mp3	2e40ebd3576d1802bb14fefcaa6def13fb5dff59b87163da66dc72b6fecf0d99586cebf4a64edf76a310d631136f41650041151041aa3ee8c8c8348885025410	generated_voice_en_37501111.mp3	Following the translations, Rosenblum included further commentary.	A mihrab is located at the site to aid Muslims.
common_voice_en_37501137.mp3	2e40ebd3576d1802bb14fefcaa6def13fb5dff59b87163da66dc72b6fecf0d99586cebf4a64edf76a310d631136f41650041151041aa3ee8c8c8348885025410	generated_voice_en_37501137.mp3	"The ""shore"" has seen some controversy."	Goodbye Harry put out two albums.
common_voice_en_37363967.mp3	7747fa33c62f9092dd82890fcb9fc5d1a76189aba3d94cd80d53589bdae336cd294ece1f3e07516ebf8dbd410eb2b9b8ef5d892ecb57ce4f404990e18c156b1d	generated_voice_en_37363967.mp3	"He now presents himself as the ""young conservative""."	Below here is a selected list of his books.
common_voice_en_37363968.mp3	7747fa33c62f9092dd82890fcb9fc5d1a76189aba3d94cd80d53589bdae336cd294ece1f3e07516ebf8dbd410eb2b9b8ef5d892ecb57ce4f404990e18c156b1d	generated_voice_en_37363968.mp3	Her third single called ‘Asante’ featured her younger sister Pendo.	Personnel for the team numbered just eight.
common_voice_en_37363970.mp3	7747fa33c62f9092dd82890fcb9fc5d1a76189aba3d94cd80d53589bdae336cd294ece1f3e07516ebf8dbd410eb2b9b8ef5d892ecb57ce4f404990e18c156b1d	generated_voice_en_37363970.mp3	One perspective argues that walkthroughs are shared stories for gamers and game fans.	"Quintillian then mentioned them in ""Institutio Oratoria""."
common_voice_en_37363976.mp3	7747fa33c62f9092dd82890fcb9fc5d1a76189aba3d94cd80d53589bdae336cd294ece1f3e07516ebf8dbd410eb2b9b8ef5d892ecb57ce4f404990e18c156b1d	generated_voice_en_37363976.mp3	"These ""bala"" have especially long keys and huge calabashes for amplification."	It serves as the municipal seat for the surrounding municipality of the same name.
common_voice_en_37363977.mp3	7747fa33c62f9092dd82890fcb9fc5d1a76189aba3d94cd80d53589bdae336cd294ece1f3e07516ebf8dbd410eb2b9b8ef5d892ecb57ce4f404990e18c156b1d	generated_voice_en_37363977.mp3	Sage had been interested in the property long before the condominium conversion was attempted.	On this expedition Goodsir explored the east and north coasts of Cornwallis Island.
common_voice_en_37363978.mp3	7747fa33c62f9092dd82890fcb9fc5d1a76189aba3d94cd80d53589bdae336cd294ece1f3e07516ebf8dbd410eb2b9b8ef5d892ecb57ce4f404990e18c156b1d	generated_voice_en_37363978.mp3	It is not known if the two works were intended to be hung together.	Pittman also had four mixed martial arts bouts.
common_voice_en_37363980.mp3	7747fa33c62f9092dd82890fcb9fc5d1a76189aba3d94cd80d53589bdae336cd294ece1f3e07516ebf8dbd410eb2b9b8ef5d892ecb57ce4f404990e18c156b1d	generated_voice_en_37363980.mp3	The couple traveled to Venice and Rome and settled in Paris.	Orplid in the poem is a faraway fantasy land.
common_voice_en_37389755.mp3	8b0fc7109cdef7886c0a040dcd87718aba795d0229dbbcfda51b9259f7b103c0a35e4c7087093b6deaed683d24da8a1aae59af8ae70aab28ab0e07903f78b02e	generated_voice_en_37389755.mp3	"That song was ""Rock the Joint""."	The charges against Mirabel were later dropped.
common_voice_en_37389759.mp3	8b0fc7109cdef7886c0a040dcd87718aba795d0229dbbcfda51b9259f7b103c0a35e4c7087093b6deaed683d24da8a1aae59af8ae70aab28ab0e07903f78b02e	generated_voice_en_37389759.mp3	The charges against Mirabel were later dropped.	Currently a Non-Inscrits, he is member of the Committee on Employment and Social Affairs.
common_voice_en_37389778.mp3	8b0fc7109cdef7886c0a040dcd87718aba795d0229dbbcfda51b9259f7b103c0a35e4c7087093b6deaed683d24da8a1aae59af8ae70aab28ab0e07903f78b02e	generated_voice_en_37389778.mp3	Visually, the firm's architecture includes sculptural forms.	Several other small brooks run through the town.
common_voice_en_37389792.mp3	8b0fc7109cdef7886c0a040dcd87718aba795d0229dbbcfda51b9259f7b103c0a35e4c7087093b6deaed683d24da8a1aae59af8ae70aab28ab0e07903f78b02e	generated_voice_en_37389792.mp3	There is a national school, a church and a holy well named after him.	The Speaker is overall in charge of the administration of Parliament and its Secretariat.
common_voice_en_37389800.mp3	8b0fc7109cdef7886c0a040dcd87718aba795d0229dbbcfda51b9259f7b103c0a35e4c7087093b6deaed683d24da8a1aae59af8ae70aab28ab0e07903f78b02e	generated_voice_en_37389800.mp3	The course varied from year to year but was always extremely demanding.	Protesters marched past his home.
common_voice_en_37389812.mp3	8b0fc7109cdef7886c0a040dcd87718aba795d0229dbbcfda51b9259f7b103c0a35e4c7087093b6deaed683d24da8a1aae59af8ae70aab28ab0e07903f78b02e	generated_voice_en_37389812.mp3	Technical advice was provided by a high-level panel of technical advisors.	She has published writings on the topic of Byzantine and medieval Armenian history.
common_voice_en_37389813.mp3	8b0fc7109cdef7886c0a040dcd87718aba795d0229dbbcfda51b9259f7b103c0a35e4c7087093b6deaed683d24da8a1aae59af8ae70aab28ab0e07903f78b02e	generated_voice_en_37389813.mp3	It is situated east of the town of Romsey and north of Southampton.	Voters were able to cast up to five votes.
common_voice_en_37484073.mp3	1e6befc1ad28077c486c9bd7e479b95fc1a6e9c4d620aca33d625185fdd1545b1275e9a75e4a2aff0a738f28e0607ac71fdcb00c8e1bb111c5ccacf6f07b5c6f	generated_voice_en_37484073.mp3	The following year he helped register African Americans to vote in Mississippi.	He also produced some original prints, including two etchings.
common_voice_en_37484104.mp3	1e6befc1ad28077c486c9bd7e479b95fc1a6e9c4d620aca33d625185fdd1545b1275e9a75e4a2aff0a738f28e0607ac71fdcb00c8e1bb111c5ccacf6f07b5c6f	generated_voice_en_37484104.mp3	Craigavon was provided with a number of schools.	The Liberals lost much of their rural support base in this election.
common_voice_en_37484165.mp3	1e6befc1ad28077c486c9bd7e479b95fc1a6e9c4d620aca33d625185fdd1545b1275e9a75e4a2aff0a738f28e0607ac71fdcb00c8e1bb111c5ccacf6f07b5c6f	generated_voice_en_37484165.mp3	This meant that girls admitted into the school were admitted solely on academic potential.	Two interior designs were available.
common_voice_en_37484169.mp3	1e6befc1ad28077c486c9bd7e479b95fc1a6e9c4d620aca33d625185fdd1545b1275e9a75e4a2aff0a738f28e0607ac71fdcb00c8e1bb111c5ccacf6f07b5c6f	generated_voice_en_37484169.mp3	He also worked as a teacher at Forest Hill Comprehensive School for Boys.	Wow, i wouldn't tale it that well.
common_voice_en_37484224.mp3	1e6befc1ad28077c486c9bd7e479b95fc1a6e9c4d620aca33d625185fdd1545b1275e9a75e4a2aff0a738f28e0607ac71fdcb00c8e1bb111c5ccacf6f07b5c6f	generated_voice_en_37484224.mp3	But women were pushed to the back.	In other words, the interest rate on the note exactly equals the index.
common_voice_en_37484227.mp3	1e6befc1ad28077c486c9bd7e479b95fc1a6e9c4d620aca33d625185fdd1545b1275e9a75e4a2aff0a738f28e0607ac71fdcb00c8e1bb111c5ccacf6f07b5c6f	generated_voice_en_37484227.mp3	"Her co-host, Kevin Brauch, went on to become ""The Thirsty Traveler""."	Many are publicity stunts.
common_voice_en_37484236.mp3	1e6befc1ad28077c486c9bd7e479b95fc1a6e9c4d620aca33d625185fdd1545b1275e9a75e4a2aff0a738f28e0607ac71fdcb00c8e1bb111c5ccacf6f07b5c6f	generated_voice_en_37484236.mp3	Point of distribution sites would need more workers, including many more health professionals.	Hundreds of homosexual couples soon arrive to Springfield.
common_voice_en_37484245.mp3	1e6befc1ad28077c486c9bd7e479b95fc1a6e9c4d620aca33d625185fdd1545b1275e9a75e4a2aff0a738f28e0607ac71fdcb00c8e1bb111c5ccacf6f07b5c6f	generated_voice_en_37484245.mp3	Many of those organizations participate in the International Intersex Forum.	Misconduct can be considered an unacceptable or improper behavior, especially or professional person.
common_voice_en_37839232.mp3	62722b2b3151e465bafa7332dfbe75706e2dce09f04ec3d077867463090d14514d77698d6963cd78ce74e4df0a85c005b73bcd3587a4f610dd111d9c8d4e4a62	generated_voice_en_37839232.mp3	Another variation calls for a lime twist.	The lookout is built around many huge granite rocks.
common_voice_en_37839236.mp3	62722b2b3151e465bafa7332dfbe75706e2dce09f04ec3d077867463090d14514d77698d6963cd78ce74e4df0a85c005b73bcd3587a4f610dd111d9c8d4e4a62	generated_voice_en_37839236.mp3	Tilton was born in Corpus Christi, Texas.	The first release is Leonard Tan's first album.
common_voice_en_37839246.mp3	62722b2b3151e465bafa7332dfbe75706e2dce09f04ec3d077867463090d14514d77698d6963cd78ce74e4df0a85c005b73bcd3587a4f610dd111d9c8d4e4a62	generated_voice_en_37839246.mp3	"The ""Old Man"" referenced in the title is the Mississippi River."	It is an evergreen shrub, and has been cultivated for gardening.
common_voice_en_37839262.mp3	62722b2b3151e465bafa7332dfbe75706e2dce09f04ec3d077867463090d14514d77698d6963cd78ce74e4df0a85c005b73bcd3587a4f610dd111d9c8d4e4a62	generated_voice_en_37839262.mp3	"Within Australia ""Tertiary Education"" refers to continuing studies after a students Higher School Certificate."	The current producer of the festival is Terry Wickham.
common_voice_en_37839264.mp3	62722b2b3151e465bafa7332dfbe75706e2dce09f04ec3d077867463090d14514d77698d6963cd78ce74e4df0a85c005b73bcd3587a4f610dd111d9c8d4e4a62	generated_voice_en_37839264.mp3	Piety marked his writing and teaching.	Further details on long works.
common_voice_en_37839266.mp3	62722b2b3151e465bafa7332dfbe75706e2dce09f04ec3d077867463090d14514d77698d6963cd78ce74e4df0a85c005b73bcd3587a4f610dd111d9c8d4e4a62	generated_voice_en_37839266.mp3	Dixon and his wife Marge had two children; Pamela and Greg.	The agreement is enforced by a contract signed by each of the cooperative members.
common_voice_en_37839286.mp3	62722b2b3151e465bafa7332dfbe75706e2dce09f04ec3d077867463090d14514d77698d6963cd78ce74e4df0a85c005b73bcd3587a4f610dd111d9c8d4e4a62	generated_voice_en_37839286.mp3	After exiting they crossed the Mojave Desert into Southern California.	The sun, with his fierce fire, scorches and burns up all growing things.
common_voice_en_37839289.mp3	62722b2b3151e465bafa7332dfbe75706e2dce09f04ec3d077867463090d14514d77698d6963cd78ce74e4df0a85c005b73bcd3587a4f610dd111d9c8d4e4a62	generated_voice_en_37839289.mp3	He was not yet considered a full-time member at this point.	"Love and Luck would later appear on the live album, ""Tuesdays, Thursdays, and Saturdays""."
common_voice_en_37465320.mp3	aeb7ea2bae7e30ac55099d248dc95ab988d895c711a723a678324034053df2a128e14f97f5b89453f942d52e7328494c3ff485b1045d46b7690f528edc4ea5de	generated_voice_en_37465320.mp3	"He was influenced by the use of microintervals in the ""cante jondo""."	Every such village-state has its special deities, generally a god and a goddess.
common_voice_en_37465323.mp3	aeb7ea2bae7e30ac55099d248dc95ab988d895c711a723a678324034053df2a128e14f97f5b89453f942d52e7328494c3ff485b1045d46b7690f528edc4ea5de	generated_voice_en_37465323.mp3	During the last half of the month she screened attack carriers at Yankee Station.	A busker's objective is to create moments of interaction that result in a tip.
common_voice_en_37465390.mp3	aeb7ea2bae7e30ac55099d248dc95ab988d895c711a723a678324034053df2a128e14f97f5b89453f942d52e7328494c3ff485b1045d46b7690f528edc4ea5de	generated_voice_en_37465390.mp3	"It also redesigned the brake ""hoods"" where riders commonly rest their hands."	Technicians installed safeguards against additional damage.
common_voice_en_37465399.mp3	aeb7ea2bae7e30ac55099d248dc95ab988d895c711a723a678324034053df2a128e14f97f5b89453f942d52e7328494c3ff485b1045d46b7690f528edc4ea5de	generated_voice_en_37465399.mp3	Body size and shape varies widely.	Cover art features a picture of Ballew's infant son, Augie Ballew, at the piano.
